Resource ID,Ethereum Token Address,Ethereum Handler Address,Ethereum Token Name,Ethereum Token Symbol,Ethereum Token Decimals,Avalanche Token Address,Avalanche Handler Address,Avalanche Token Name,Avalanche Token Symbol,Avalanche Token Decimals
0000000000000000000000493c57c4763932315a328269e1adad09653b908101,0x493C57C4763932315A328269E1ADaD09653B9081,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Fulcrum DAI iToken,iDAI,18,0x5aE6103654e897d0C092Ad4Cb8a02CBFfAbC90e6,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,bZx DAIi Token,fiDAI,18
000000000000000000000077f973fcaf871459aa58cd81881ce453759281bc01,0x77f973FCaF871459aa58cd81881Ce453759281bC,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Fulcrum ETH iToken,iETH,18,0x46fb6E2D0eF3b3465966af6eadB3Ce66De3Ec6F7,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,bZx ETHi Token,fiETH,18
000000000000000000000043044f861ec040db59a7e324c40507addb67314201,0x43044f861ec040DB59A7e324c40507adDb673142,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Cap,CAP,18,0x4c52A27AdD83025728bBCCD2fa917C9A1399E30E,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Cap,CAP,18
0000000000000000000000491604c0fdf08347dd1fa4ee062a822a5dd06b5d01,0x491604c0FDF08347Dd1fa4Ee062a822A5DD06B5D,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Cartesi Token,CTSI,18,0x690FFAaE665B0A386F76245D77DF639417484a0C,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Cartesi Token,CTSI,18
0000000000000000000000cf8f9555d55ce45a3a33a81d6ef99a2a2e71dee201,0xCf8f9555D55CE45a3A33a81D6eF99a2a2E71Dee2,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,CBI Index 7,CBIX7,18,0x904470E4EAF1900d759FC1631367769a0BA4A0E3,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,CBIIndex7,CBIX7,18
0000000000000000000000514910771af9ca656af840dff83e8264ecf986ca01,0x514910771AF9Ca656af840dff83E8264EcF986CA,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,ChainLink Token,LINK,18,0x55212B038624D9FaB4D1A65e23f7744d5f0D014A,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Chain Link,LINK,18
00000000000000000000005c872500c00565505f3624ab435c222e558e9ff801,0x5c872500c00565505F3624AB435c222E558E9ff8,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,CoTrader,COT,18,0x423D058959032Cdf9Bb7DdA127CAB43864a268ff,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Co Trader,COT,18
0000000000000000000000c76fb75950536d98fa62ea968e1d6b45ffea2a5501,0xC76FB75950536d98FA62ea968E1D6B45ffea2A55,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,COL,COL,18,0x6cAEd6E07cA35ECD8F4b4E4D09b6c9b403A2A7F0,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,COL,COL,18
0000000000000000000000c00e94cb662c3520282e6f5717214004a7f2688801,0xc00e94Cb662C3520282E6f5717214004A7f26888,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Compound,COMP,18,0x1C4EcE4cd3756a5fD19DbA02Aa54BC8cE0F82875,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Compound,COMP,18
000000000000000000000038e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca101,0x38e4adB44ef08F22F5B5b76A8f0c2d0dCbE7DcA1,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Concentrated Voting Power,CVP,18,0x2120d389aC248839D12223994fc4e21180258055,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Concentrated Voting Power,CVP,18
